"SampleID","Source","Station","Latitude","Longitude","Date","Tide","Secchi","Temperature","Conductivity","TurbidityFNU","pH","Notes","DissolvedOxygen","Microcystis","Chlorophyll_sonde","Chlorophyll_Sign","Chlorophyll","Pheophytin_Sign","Pheophytin","DisAmmonia_Sign","DisAmmonia","DissOrthophos","DissOrthophos_Sign","DissNitrateNitrite","DissNitrateNitrite_Sign","TotPhos","TotPhos_Sign","TOC","TOC_Sign","DOC","DOC_Sign","TKN","TKN_Sign","DON","DON_Sign"
"EM0318B0061","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",5.13,"=",1.98,"=",0.03,0.02,"=",0.02,"=",0.04,"=",NA,NA,NA,NA,0.4,"=",0.3,"="
"EM0318B0049","FRP","Bradmoor Island",38.1890970712055,-121.919728475891,2018-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",51.6,"=",14.93,"=",0.34,0.01,"<",0.12,"=",0.14,"=",NA,NA,NA,NA,2,"=",0.5,"="
"EM0318B0050","FRP","Ryer Island",38.0818063940171,-122.015335298298,2018-03-29,"3=low slack",35,13.4,365,33.4,8.2,NA,9.7,"1=absent",3.8,"=",NA,"=",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EM0318B0050","FRP","Ryer Island",38.0818063940171,-122.015335298298,2018-03-29,"3=low slack",35,13.4,365,33.4,8.2,NA,9.7,"1=absent",3.8,NA,NA,NA,NA,"=",0.06,0.08,"=",0.31,"=",0.11,"=",NA,NA,NA,NA,0.5,"=",0.5,"="
"EM0418B0053","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-04-06,"1=high slack",87,15.2,273,4,6.8,NA,9.5,"1=absent",-20.4,"=",1.33,"=",0.66,"=",0.14,0.05,"=",0.23,"=",0.05,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0418B0054","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-04-06,"2=ebb",NA,14.9,288,5.1,7.14,NA,7.5,"1=absent",-18.8,NA,NA,NA,NA,"=",0.04,0.05,"=",0.19,"=",0.05,"=",NA,NA,NA,NA,0.4,"=",0.3,"="
"EM0418B0055","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-04-06,"2=ebb",NA,14.9,288,5.1,7.14,NA,7.5,"1=absent",-18.8,NA,NA,NA,NA,"=",0.04,0.05,"=",0.19,"=",0.06,"=",NA,NA,NA,NA,0.3,"=",0.3,"="
"EM0418B0063","FRP","Nurse-Denverton",38.1829203156974,-121.916743172715,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",13.47,"=",2.25,"=",0.02,0.03,"=",0.22,"=",0.13,"=",NA,NA,NA,NA,0.8,"=",0.5,"="
"EM0418B0064","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.04,0.03,"=",0.29,"=",0.1,"=",NA,NA,NA,NA,0.7,"=",0.3,"="
"EM0418B0065","FRP","Nurse-Denverton",38.1829203156974,-121.916743172715,2018-04-10,"4=flood",NA,17,2156,30.2,7.6,NA,9.9,"1=absent",7.4,NA,NA,NA,NA,"=",0.08,0.03,"=",0.29,"=",0.08,"=",NA,NA,NA,NA,0.5,"=",0.3,"="
"EM0418B0066","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.03,0.04,"=",0.24,"=",0.06,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0418B0067","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.04,0.05,"=",0.17,"=",0.07,"=",NA,NA,NA,NA,0.2,"=",0.2,"="
"EM0418B0068","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.07,0.05,"=",0.23,"=",0.05,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0418B0070","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.44,"=",1.36,"=",0.03,0.03,"=",0.05,"=",0.05,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EM0418B0071","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.03,"=",0.07,"=",0.04,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EM0418B0072","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.1,0.03,"=",0.14,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.1,"<"
"EM0418B0077","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-04-11,"4=flood",68,15.5,453,7.6,7.6,NA,8.1,"1=absent",7.2,NA,NA,NA,NA,"=",0.02,0.2,"=",0.06,"=",0.24,"=",NA,NA,NA,NA,0.7,"=",0.5,"="
"EM0418B0078","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-04-11,"4=flood",68,15.5,453,7.6,7.6,NA,8.1,"1=absent",7.2,NA,NA,NA,NA,"=",0.03,0.21,"=",0.08,"=",0.24,"=",NA,NA,NA,NA,0.7,"=",0.5,"="
"EM0418B0076","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-04-11,"4=flood",68,15.5,453,7.6,7.6,NA,8.1,"1=absent",7.2,NA,NA,NA,NA,"=",0.02,0.2,"=",0.04,"=",0.22,"=",NA,NA,NA,NA,0.6,"=",0.5,"="
"EM0418B0074","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-04-11,"4=flood",88,15.2,196.3,7.7,8.1,NA,11.1,"1=absent",2.8,NA,NA,NA,NA,"=",0.05,0.08,"=",0.17,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.2,"="
"EM0418B0075","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-04-11,"4=flood",88,15.2,196.3,7.7,8.1,NA,11.1,"1=absent",2.8,NA,NA,NA,NA,"=",0.03,0.08,"=",0.13,"=",0.09,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0418B0073","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-04-11,"4=flood",88,15.2,196.3,7.7,8.1,NA,11.1,"1=absent",2.8,NA,NA,NA,NA,"=",0.06,0.09,"=",0.17,"=",0.11,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0418B0079","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-04-12,"4=flood",NA,NA,NA,NA,NA,NA,NA,"1=absent",NA,"=",1.65,"=",3.41,"=",0.05,0.06,"=",0.28,"=",0.17,"=",NA,NA,NA,NA,0.5,"=",0.5,"="
"EM0418B0080","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-04-12,"1=high slack",10,14.1,140.4,154.2,8.2,NA,12.2,"1=absent",8.8,NA,NA,NA,NA,"=",0.05,0.06,"=",0.25,"=",0.17,"=",NA,NA,NA,NA,0.6,"=",0.4,"="
"EM0418B0082","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.11,0.45,"=",2.12,"=",0.63,"=",NA,NA,NA,NA,1.3,"=",1.2,"="
"EM0418B0081","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.11,0.45,"=",2.13,"=",0.64,"=",NA,NA,NA,NA,1.3,"=",1.1,"="
"EM0418B0084","FRP","Dow",38.0230226259843,-121.829513484252,2018-04-18,"2=ebb",74,14.7,362,10.8,7.8,NA,7.1,"1=absent",4.6,"=",1.42,"=",0.73,"=",0.09,0.06,"=",0.21,"=",0.07,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0418B0085","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.19,"=",1.47,"=",0.05,0.06,"=",0.16,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.1,"="
"EM0418B0086","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.08,0.06,"=",0.27,"=",0.08,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0418B0087","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.06,0.06,"=",0.22,"=",0.06,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0518B0094","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-05-07,"2=ebb",64,17.5,250,17.5,6.7,NA,10.3,"1=absent",3.1,NA,NA,NA,NA,"=",0.04,0.07,"=",0.3,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0095","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-05-07,"2=ebb",64,17.5,250,17.5,6.7,NA,10.3,"1=absent",3.1,"=",2.14,"=",0.75,"=",0.06,0.07,"=",0.34,"=",0.08,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0518B0093","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-05-07,"2=ebb",64,17.5,250,17.5,6.7,NA,10.3,"1=absent",3.1,NA,NA,NA,NA,"=",0.02,0.07,"=",0.22,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.2,"="
"EM0518B0110","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-05-09,"2=ebb",70,18.1,478,7.6,7.9,NA,7.1,"1=absent",4.4,NA,NA,NA,NA,"=",0.03,0.23,"=",0.05,"=",0.26,"=",NA,NA,NA,NA,0.5,"=",0.4,"="
"EM0518B0111","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-05-09,"2=ebb",70,18.1,478,7.6,7.9,NA,7.1,"1=absent",4.4,NA,NA,NA,NA,"=",0.03,0.27,"=",0.04,"=",0.29,"=",NA,NA,NA,NA,0.5,"=",0.4,"="
"EM0518B0107","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-05-09,"3=low slack",170,18.6,182,0.5,8,NA,9.9,"1=absent",2.4,NA,NA,NA,NA,"=",0.2,0.08,"=",0.17,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0108","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-05-09,"3=low slack",170,18.6,182,0.5,8,NA,9.9,"1=absent",2.4,NA,NA,NA,NA,"=",0.04,0.06,"=",0.12,"=",0.07,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EM0518B0109","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-05-09,"3=low slack",170,18.6,182,0.5,8,NA,9.9,"1=absent",2.4,NA,NA,NA,NA,"=",0.16,0.08,"=",0.16,"=",0.09,"=",NA,NA,NA,NA,0.4,"=",0.1,"="
"EM0518B0104","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.46,"=",1.07,"=",0.02,0.02,"=",0.02,"=",0.04,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EM0518B0105","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.24,0.04,"=",0.13,"=",0.07,"=",NA,NA,NA,NA,0.5,"=",0.1,"="
"EM0518B0106","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.41,0.06,"=",0.17,"=",0.07,"=",NA,NA,NA,NA,0.6,"=",0.2,"="
"EM0518B0098","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2018-05-10,"4=flood",18,17.8,1889,70.1,7.8,NA,8.9,"1=absent",9.8,NA,NA,NA,NA,"=",0.07,0.05,"=",0.39,"=",0.13,"=",NA,NA,NA,NA,1,"=",0.6,"="
"EM0518B0097","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2018-05-10,"4=flood",18,17.8,1889,70.1,7.8,NA,8.9,"1=absent",9.8,"=",3.6,"=",3.87,"=",0.05,0.04,"=",0.23,"=",0.14,"=",NA,NA,NA,NA,0.8,"=",0.5,"="
"EM0518B0099","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2018-05-10,"4=flood",18,17.8,1889,70.1,7.8,NA,8.9,"1=absent",9.8,NA,NA,NA,NA,"=",0.07,0.04,"=",0.39,"=",0.12,"=",NA,NA,NA,NA,0.9,"=",0.5,"="
"EM0518B0091","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-05-10,NA,NA,17.8,177,5.5,7.1,NA,8.5,"1=absent",3.1,"=",1.47,"=",0.94,"=",0.04,0.04,"=",0.16,"=",0.06,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0102","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.04,"=",0.76,"=",0.04,0.07,"=",0.29,"=",0.08,"=",NA,NA,NA,NA,0.5,"=",0.3,"="
"EM0518B0089","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-05-10,"1=high slack",114,19.1,172,2.5,7.6,NA,13.1,"1=absent",2.1,NA,NA,NA,NA,"=",0.11,0.06,"=",0.28,"=",0.06,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0090","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-05-10,"2=ebb",NA,20.4,178,8.6,7.3,NA,8.6,"1=absent",2.6,NA,NA,NA,NA,"=",0.04,0.04,"=",0.12,"=",0.07,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0113","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-05-11,"1=high slack",16,20,3682,80.2,8.4,NA,11.3,"1=absent",27.5,"=",27.8,"=",1.46,"=",0.02,0.07,"=",0.22,"=",0.14,"=",NA,NA,NA,NA,0.5,"=",0.2,"="
"EM0518B0114","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-05-11,"1=high slack",16,20,3682,80.2,8.4,NA,11.3,"1=absent",27.5,NA,NA,NA,NA,"=",0.01,0.08,"=",0.26,"=",0.13,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0518B0117","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.07,0.59,"=",1.98,"=",0.68,"=",NA,NA,NA,NA,1.4,"=",1.1,"="
"EM0518B0115","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.56,"=",1.74,"=",0.75,"=",NA,NA,NA,NA,1.4,"=",1.1,"="
"EM0518B0116","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.09,0.77,"=",1.91,"=",0.92,"=",NA,NA,NA,NA,1.4,"=",1,"="
"EM0618B0123","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-06-04,"2=ebb",NA,18.9,851,12.1,7.4,NA,6.9,"1=absent",5.6,"=",1.49,"=",1.42,"=",0.03,0.12,"=",0.09,"=",0.14,"=",NA,NA,NA,NA,0.5,"=",0.2,"="
"EM0618B0124","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-06-04,"2=ebb",54,20,941,15.3,7.6,NA,9.2,"1=absent",2.9,NA,NA,NA,NA,"=",0.03,0.08,"=",0.35,"=",0.1,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0618B0125","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-06-04,"2=ebb",NA,20.4,928,21.9,7.6,NA,9.35,"1=absent",3.3,NA,NA,NA,NA,"=",0.05,0.08,"=",0.35,"=",0.1,"=",NA,NA,NA,NA,0.5,"=",0.2,"="
"EM0618B0121","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-06-05,"1=high slack",130,20.5,188,4.8,7.7,NA,9.3,"1=absent",3.1,"=",2.03,"=",1.92,"=",0.04,0.07,"=",0.33,"=",0.08,"=",NA,NA,NA,NA,0.3,"=",0.3,"="
"EM0618B0119","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-06-05,"2=ebb",NA,19.4,181,7.7,7.3,NA,5.9,"1=absent",2.6,NA,NA,NA,NA,"=",0.03,0.06,"=",0.17,"=",0.08,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0618B0120","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-06-05,"2=ebb",NA,19.4,181,7.7,7.3,NA,5.9,"1=absent",2.6,NA,NA,NA,NA,"=",0.03,0.06,"=",0.13,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0618B0141","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-06-06,"1=high slack",113,18.9,282,4.6,7.6,NA,8.2,"1=absent",4.1,NA,NA,NA,NA,"=",0.02,0.29,"=",0.07,"=",0.31,"=",NA,NA,NA,NA,0.5,"=",0.3,"="
"EM0618B0140","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-06-06,"1=high slack",113,18.9,282,4.6,7.6,NA,8.2,"1=absent",4.1,NA,NA,NA,NA,"=",0.02,0.29,"=",0.07,"=",0.31,"=",NA,NA,NA,NA,0.5,"=",0.4,"="
"EM0618B0142","FRP","Lindsey Slough",38.2593023760425,-121.786704466262,2018-06-06,"1=high slack",113,18.9,282,4.6,7.6,NA,8.2,"1=absent",4.1,NA,NA,NA,NA,"=",0.02,0.29,"=",0.07,"=",0.3,"=",NA,NA,NA,NA,0.3,"=",0.3,"="
"EM0618B0137","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-06-06,"1=high slack",150,20.8,156,4.4,7.8,NA,8.7,"1=absent",2.2,NA,NA,NA,NA,"=",0.18,0.08,"=",0.21,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0618B0139","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-06-06,"1=high slack",150,20.8,156,4.4,7.8,NA,8.7,"1=absent",2.2,NA,NA,NA,NA,"=",0.18,0.09,"=",0.21,"=",0.09,"=",NA,NA,NA,NA,0.5,"=",0.2,"="
"EM0618B0138","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-06-06,"1=high slack",150,20.8,156,4.4,7.8,NA,8.7,"1=absent",2.2,NA,NA,NA,NA,"=",0.14,0.08,"=",0.2,"=",0.08,"=",NA,NA,NA,NA,0.5,"=",0.2,"="
"EM0618B0134","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.37,"=",1.57,"=",0.09,0.04,"=",0.08,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.1,"="
"EM0618B0135","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.09,0.04,"=",0.08,"=",0.06,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0618B0136","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.18,0.05,"=",0.15,"=",0.05,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EM0618B0132","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.02,0.07,"=",0.23,"=",0.07,"=",NA,NA,NA,NA,0.2,"=",0.2,"="
"EM0618B0131","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.07,"=",0.28,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EM0618B0130","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.02,0.07,"=",0.22,"=",0.07,"=",NA,NA,NA,NA,0.4,"=",0.3,"="
"EM0618B0128","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.04,0.06,"=",0.37,"=",0.15,"=",NA,NA,NA,NA,0.9,"=",0.6,"="
"EM0618B0127","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2018-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",5.26,"=",2.92,"=",0.03,0.06,"=",0.36,"=",0.14,"=",NA,NA,NA,NA,0.9,"=",0.6,"="
"EM0618B0129","FRP","Nurse-Denverton",38.1829203156974,-121.916743172715,2018-06-07,"4=flood",27,18.9,4667,42.4,7.2,NA,8.1,"1=absent",NA,NA,NA,NA,NA,"=",0.04,0.06,"=",0.39,"=",0.13,"=",NA,NA,NA,NA,0.8,"=",0.5,"="
"EM0618B0146","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.08,0.63,"=",2.7,"=",0.71,"=",NA,NA,NA,NA,1.3,"=",0.9,"="
"EM0618B0145","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-06-11,"1=high slack",NA,20.8,3681,59.2,8,NA,8.91,"1=absent",11.7,NA,NA,NA,NA,"=",0.07,0.8,"=",2.71,"=",0.89,"=",NA,NA,NA,NA,1.3,"=",1,"="
"EM0618B0147","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.09,0.66,"=",2.73,"=",0.73,"=",NA,NA,NA,NA,1.3,"=",1,"="
"EM0618B0143","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-06-11,"2=ebb",42,21.4,8489,18.8,8.1,NA,11.7,"1=absent",3.2,"=",2.59,"=",0.54,"=",0.05,0.1,"=",0.46,"=",0.1,"=",NA,NA,NA,NA,0.4,"=",0.1,"="
"EM0618B0144","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-06-11,"2=ebb",42,21.4,8489,18.8,8.1,NA,11.7,"1=absent",3.2,NA,NA,NA,NA,"=",0.05,0.09,"=",0.45,"=",0.09,"=",NA,NA,NA,NA,0.6,"=",0.1,"="
"EF0918B0149","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-09-07,"2=ebb",NA,20.3,3510,11.1,7.9,NA,9.2,"2=low",NA,"=",2.97,"=",1.45,"=",0.05,0.075,"=",0.23,"=",0.075,"=",NA,NA,NA,NA,0.3,"=",0.1,"<"
"EF0918B0152","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-09-07,"4=flood",104,20.6,4483,8.8,8,NA,9.4,"2=low",NA,NA,NA,NA,NA,"=",0.047,0.08,"=",0.21,"=",0.08,"=",NA,NA,NA,NA,0.217,"=",0.12,"="
"EF0918B0151","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.08,"=",0.23,"=",0.08,"=",NA,NA,NA,NA,0.19,"=",0.11,"="
"EF0818B0158","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.63,"<",0.5,"=",0.05,0.032,"=",0.05,"=",0.03,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF0818B0159","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.047,0.029,"=",0.05,"=",0.03,"=",NA,NA,NA,NA,0.185,"=",0.1,"="
"EF0818B0160","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-09-12,"2=ebb",183,20.1,172,1.1,6.8,NA,7.9,"1=absent",2.1,NA,NA,NA,NA,"=",0.09,0.041,"=",0.09,"=",0.07,"=",NA,NA,NA,NA,0.25,"=",0.1,"<"
"EF0818B0163","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.08,0.09,"=",0.11,"=",0.09,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EF0818B0162","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-09-12,"2=ebb",145,20,204,1.6,7.8,NA,10.6,"1=absent",2,NA,NA,NA,NA,"=",0.04,0.1,"=",0.08,"=",0.1,"=",NA,NA,NA,NA,0.2,"=",0.11,"="
"EF0818B0161","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-09-12,"2=ebb",132,19.9,208,3.1,7.9,NA,10.5,"1=absent",2.4,NA,NA,NA,NA,"=",0.04,0.102,"=",0.08,"=",0.115,"=",NA,NA,NA,NA,0.3,"=",0.11,"="
"EF0818B0154","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.06,0.07,"=",0.224,"=",0.07,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF0818B0156","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.78,"=",0.81,"=",0.07,0.082,"=",0.23,"=",0.08,"=",NA,NA,NA,NA,0.246,"=",0.1,"<"
"EF0918B0168","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.64,"=",2.14,"=",0.07,0.07,"=",0.23,"=",0.08,"=",NA,NA,NA,NA,0.3,"=",0.1,"<"
"EF0918B0169","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.072,"=",0.219,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.11,"="
"EF0918B0170","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2018-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.1,0.076,"=",0.224,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
