"VisitNo","SampleID_frp","Date","Analyte","Result","RptLimit","Units","SampleType","ParentSample","Flag1Blank","Flag1Sample","Flag2Sample","Location","LatitudeStart","LongitudeStart","StartTime","LAB_NAME","Comments"
2091,"EF1018B0197",2018-10-18,"Dissolved ortho-Phosphate","0.098",0.01,"mg/L as P","Duplicate Sample","EF1018B0192",NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0197",2018-10-18,"Dissolved ortho-Phosphate","0.097",0.01,"mg/L as P","Duplicate Sample","EF1018B0192",NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0197",2018-10-18,"Pheophytin a","0.57",0.5,"ug/L","Duplicate Sample","EF1018B0192",NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0192",2018-10-18,"Pheophytin a","<0.5",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0197",2018-10-18,"Total Kjeldahl Nitrogen","0.184",0.1,"mg/L as N","Duplicate Sample","EF1018B0192",NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0192",2018-10-18,"Total Kjeldahl Nitrogen","0.216",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0197",2018-10-18,"Total Phosphorus","0.11",0.01,"mg/L as P","Duplicate Sample","EF1018B0192",NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0192",2018-10-18,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Dissolved Ammonia","0.078",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Dissolved Nitrate + Nitrite","0.32",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Dissolved ortho-Phosphate","0.096",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Total Kjeldahl Nitrogen","0.187",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2091,"EF1018B0193",2018-10-18,"Total Phosphorus","0.1",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Dissolved Ammonia","0.159",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Dissolved Nitrate + Nitrite","0.57",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Wings Landing",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Dissolved Organic Nitrogen","0.8",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Dissolved ortho-Phosphate","0.249",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Total Kjeldahl Nitrogen","1.24",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2132,"EF1018B0196",2018-10-18,"Total Phosphorus","0.37",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Dissolved Ammonia","0.13",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Dissolved Nitrate + Nitrite","0.34",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Dissolved Organic Nitrogen","1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Dissolved ortho-Phosphate","0.185",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Total Kjeldahl Nitrogen","1.29",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2092,"EF1018B0194",2018-10-18,"Total Phosphorus","0.35",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Dissolved Ammonia","0.13",0.01,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Dissolved Nitrate + Nitrite","0.59",0.01,"mg/L as N","Normal Sample",NA,NA,"Y","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Dissolved Organic Nitrogen","0.9",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Dissolved ortho-Phosphate","0.243",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Total Kjeldahl Nitrogen","1.25",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2134,"EF1018B0195",2018-10-18,"Total Phosphorus","0.36",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Wings Landing",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Chlorophyll a","3.24",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Chlorophyll a","3.68",0.5,"ug/L","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Dissolved Ammonia","0.08",0.05,"mg/L as N","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Dissolved Ammonia","0.08",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Dissolved Nitrate + Nitrite","0.35",0.05,"mg/L as N","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Dissolved Nitrate + Nitrite","0.36",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Dissolved ortho-Phosphate","0.088",0.05,"mg/L as P","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Dissolved ortho-Phosphate","0.08",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Pheophytin a","0.6",0.5,"ug/L","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Pheophytin a","<0.5",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Total Kjeldahl Nitrogen","0.215",0.1,"mg/L as N","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Total Kjeldahl Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0210",2018-11-02,"Total Phosphorus","0.08",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2129,"EF1118B0213",2018-11-02,"Total Phosphorus","0.09",0.01,"mg/L as P","Duplicate Sample","EF1118B0210",NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Dissolved Ammonia","0.08",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Dissolved Nitrate + Nitrite","0.373",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Dissolved ortho-Phosphate","0.085",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Total Kjeldahl Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2127,"EF1118B0212",2018-11-02,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Broad Slough",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Dissolved Ammonia","0.08",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Dissolved Nitrate + Nitrite","0.36",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Dissolved ortho-Phosphate","0.083",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Total Kjeldahl Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2122,"EF1118B0211",2018-11-02,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Chlorophyll a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Dissolved Ammonia","<0.05",0.05,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Dissolved Nitrate + Nitrite","<0.05",0.05,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Dissolved Organic Nitrogen","<0.1",0.1,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Dissolved ortho-Phosphate","<0.05",0.05,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Pheophytin a","<0.5",0.5,"ug/L","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Total Kjeldahl Nitrogen","<0.1",0.1,"mg/L as N","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
NA,"EF1118B0209",2018-11-02,"Total Phosphorus","<0.01",0.01,"mg/L as P","Blank; Equipment",NA,"N","N","N",NA,NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Dissolved Ammonia","<0.05",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Dissolved Nitrate + Nitrite","<0.05",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Dissolved Organic Nitrogen","0.11",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Dissolved ortho-Phosphate","<0.05",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Total Kjeldahl Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1006,"EF1118B0215",2018-11-08,"Total Phosphorus","0.03",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Chlorophyll a","<0.5",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Dissolved Ammonia","<0.05",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Dissolved Nitrate + Nitrite","<0.05",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Dissolved Organic Nitrogen","0.12",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Dissolved ortho-Phosphate","<0.05",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Pheophytin a","<0.5",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Total Kjeldahl Nitrogen","0.193",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1043,"EF1118B0214",2018-11-08,"Total Phosphorus","0.03",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Dissolved Ammonia","0.249",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Dissolved Nitrate + Nitrite","0.24",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Dissolved Organic Nitrogen","0.11",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Dissolved ortho-Phosphate","0.077",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Total Kjeldahl Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1064,"EF1118B0216",2018-11-08,"Total Phosphorus","0.08",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Miner Slough",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Dissolved Ammonia","0.2",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Dissolved Nitrate + Nitrite","0.36",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Dissolved Organic Nitrogen","0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Dissolved ortho-Phosphate","0.093",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Total Kjeldahl Nitrogen","0.5",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1008,"EF1118B0219",2018-11-08,"Total Phosphorus","0.094",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Dissolved Ammonia","0.14",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Dissolved Nitrate + Nitrite","0.36",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Dissolved Organic Nitrogen","0.12",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Dissolved ortho-Phosphate","0.079",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Total Kjeldahl Nitrogen","0.378",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2141,"EF1118B0218",2018-11-08,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Dissolved Ammonia","0.14",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Dissolved Nitrate + Nitrite","0.36",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Dissolved Organic Nitrogen","0.1",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Dissolved ortho-Phosphate","0.089",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Total Kjeldahl Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
1638,"EF1118B0217",2018-11-08,"Total Phosphorus","0.114",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Liberty Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Dissolved Ammonia","0.08",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Dissolved Nitrate + Nitrite","0.34",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Dissolved Organic Nitrogen","0.2",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Dissolved ortho-Phosphate","<0.05",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Total Kjeldahl Nitrogen","0.4",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2142,"EF1118B0235",2018-11-13,"Total Phosphorus","0.05",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Chlorophyll a","1.15",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Dissolved Ammonia","0.107",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Dissolved Ammonia","0.107",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Dissolved Nitrate + Nitrite","0.45",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Dissolved Nitrate + Nitrite","0.45",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Dissolved Organic Nitrogen","0.13",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Dissolved Organic Nitrogen","0.11",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Dissolved ortho-Phosphate","0.079",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Dissolved ortho-Phosphate","0.07",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Pheophytin a","<0.5",0.5,"ug/L","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Total Kjeldahl Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Total Kjeldahl Nitrogen","0.3",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0236",2018-11-13,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
1028,"EF1118B0237",2018-11-13,"Total Phosphorus","0.07",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Horseshoe Bend",NA,NA,"NA","Bryte",NA
NA,"EF1218B0252",2018-12-06,"Chlorophyll a","N.S.",0.5,"ug/L","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Dissolved Ammonia","N.S.",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Dissolved Nitrate + Nitrite","N.S.",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Dissolved Organic Nitrogen","N.S.",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Dissolved ortho-Phosphate","N.S.",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Pheophytin a","N.S.",0.5,"ug/L","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Total Kjeldahl Nitrogen","N.S.",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
NA,"EF1218B0252",2018-12-06,"Total Phosphorus","N.S.",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N",NA,NA,NA,"NA","Bryte","Not Sampled"
1070,"EF1218B0250",2018-12-06,"Dissolved Ammonia","0.063",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1070,"EF1218B0250",2018-12-06,"Dissolved Nitrate + Nitrite","0.439",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1070,"EF1218B0250",2018-12-06,"Dissolved Organic Nitrogen","0.15",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1070,"EF1218B0250",2018-12-06,"Dissolved ortho-Phosphate","0.066",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1070,"EF1218B0250",2018-12-06,"Total Kjeldahl Nitrogen","0.265",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1070,"EF1218B0250",2018-12-06,"Total Phosphorus","0.11",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Grizzly Bay",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Dissolved Ammonia","<0.05",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Dissolved Nitrate + Nitrite","0.429",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Dissolved Organic Nitrogen","0.21",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Dissolved ortho-Phosphate","0.061",0.05,"mg/L as P","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Total Kjeldahl Nitrogen","0.237",0.1,"mg/L as N","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
1013,"EF1218B0251",2018-12-06,"Total Phosphorus","0.09",0.01,"mg/L as P","Normal Sample",NA,NA,"N","N","Chipps Island",NA,NA,"NA","Bryte",NA
2143,"EF1218B0253",2018-12-06,"Dissolved Ammonia","0.16",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
2143,"EF1218B0253",2018-12-06,"Dissolved Nitrate + Nitrite","0.482",0.05,"mg/L as N","Normal Sample",NA,NA,"N","N","Winter Island",NA,NA,"NA","Bryte",NA
