sentinelsite,tier3site,subsite,cellid,centroid_x,centroid_y,plotsize,sampledate,samplemonth,sampleyear,biomassavg,biomassgr_avg,biomassmax,biomassmin,biocount,thatchavg,pcliveavg,pcdeadavg,pcsoilavg,pcwateravg,waterdavg,waterdmin,waterdmax,greennaip,waternaip,nonvegnaip,thatchdensity,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,landsat,datediff,landsatdate,imagepath,imagerow,cfmaskversion,b1,b2,b3,b4,b5,b6,b7,cfmask,fullmask,nd_b_ae,nd_g_ae,nd_g_b,nd_nir_ae,nd_nir_b,nd_nir_g,nd_nir_r,nd_r_ae,nd_r_b,nd_r_g,nd_swir1_ae,nd_swir1_b,nd_swir1_g,nd_swir1_nir,nd_swir1_r,nd_swir2_ae,nd_swir2_b,nd_swir2_g,nd_swir2_nir,nd_swir2_r,nd_swir2_swir1,savi,wdrvi1,wdrvi2,wdrvi5,sr_b_ae,sr_g_ae,sr_g_b,sr_nir_ae,sr_nir_b,sr_nir_g,sr_nir_r,sr_r_ae,sr_r_b,sr_r_g,sr_swir1_ae,sr_swir1_b,sr_swir1_g,sr_swir1_nir,sr_swir1_r,sr_swir2_ae,sr_swir2_b,sr_swir2_g,sr_swir2_nir,sr_swir2_r,sr_swir2_swir1,uavdate,sentdate,rsdate,uavhvmin,uavhvmax,uavhvran,uavhvAVG,uavhvSTD,uavhvCV,uavhhMIN,uavhhMAX,uavhhAVG,uavhhSTD,uavhhCV,uavhvgrmin,uavhvgrmax,uavhvgrran,uavhvgrstd,uavhvgravg,uavhvgrcv,uavhhgrmin,uavhhgrmax,uavhhgrran,uavhhgrstd,uavhhgravg,uavhhgrcv,sentvhGrMIN,sentvhGrMAX,sentvhGrAVG,sentvhGrRAN,sentvhGrSTD,sentvvGrMIN,sentvvGrMAX,sentvvGrAVG,sentvvGrRAN,sentvvGrSTD,sentvvGrCV,sentvhGrCV,sentGrDP,sentvvAVG,sentvvMIN,sentvvMAX,sentvvSTD,sentvvRAN,sentvvCV,sentvhAVG,sentvhMIN,sentvhMAX,sentvhSTD,sentvhRAN,sentvhCV,sentDP,rshvAVG,rshvMAX,rshvMIN,rshvSTD,rshvRAN,rshvCV,rshhAVG,rshhMAX,rshhMIN,rshhRAN,rshhSTD,rshhCV,rsDP,rshhGrMIN,rshhGrMAX,rshhGrAVG,rshhGrRAN,rshhGrSTD,rshvGrMIN,rshvGrMAX,rshvGrAVG,rshvGrRAN,rshvGrSTD,rshhGrCV,rshvGrCV,rsGrDP,sentinelsite2
"SFBay","Twitchell","NA",1209438,-121.6448,38.10714,.11,"6/30/2011",6,2011,2218.6,2218.6,2218.6,2218.6,1,"5","62.5","15",0,"0","95","95","95",100,0,0,"NA","NA",0,"NA",0,"NA",0,"7","7","7/8/2011","44","34","LEDAPS_2.3.1","376","597","561","2964","1958","NA","1111","0","0","NA","NA","0.2271","NA","0.7749","0.6647","0.6817","NA","0.1974","-0.0311","NA","0.6778","0.5327","-0.2044","0.5546","NA","0.4943","0.3009","-0.4547","0.3289","-0.276","0.4228","-0.8761","0.0276","-0.5034","NA","NA","1.5878","NA","7.883","4.9648","5.2834","NA","1.492","0.9397","NA","5.2074","3.2797","0.6606","3.4902","NA","2.9548","1.861","0.3748","1.9804","0.5674","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Mayberry","NA",604314,-121.7649,38.04736,.11,"9/24/2012",9,2012,1121.3,1121.3,1834.1,365.7,3,"0","60","23.3",0,"3.3","8.9","4.7","16",100,0,0,"low","NA",0,"NA",0,"NA",0,"7","3","9/28/2012","44","34","LEDAPS_2.3.1","394","510","487","3118","1175","NA","493","0","2","NA","NA","0.1283","NA","0.7756","0.7189","0.7298","NA","0.1056","-0.0231","NA","0.4978","0.3947","-0.4526","0.414","NA","0.1116","-0.0169","-0.7269","0.0061","-0.4089","0.4586","-0.9274","0.123","-0.6829","NA","NA","1.2944","NA","7.9137","6.1137","6.4025","NA","1.236","0.9549","NA","2.9822","2.3039","0.3768","2.4127","NA","1.2513","0.9667","0.1581","1.0123","0.4196","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Mayberry","NA",617690,-121.7663,38.04873,.11,"7/24/2012",7,2012,3054.6,1856,3054.6,3054.6,1,"0","95","5",0,"0","10.3","10.3","10.3",60.8,39.2,0,"low","NA",0,"NA",0,"NA",0,"7","1","7/26/2012","44","34","LEDAPS_2.3.1","403","591","537","3212","1010","NA","539","0","0","NA","NA","0.1891","NA","0.777","0.6892","0.7135","NA","0.1426","-0.0479","NA","0.4296","0.2617","-0.5216","0.3058","NA","0.1444","-0.046","-0.7126","0.0019","-0.3041","0.4586","-0.939","0.0894","-0.7283","NA","NA","1.4665","NA","7.9702","5.4349","5.9814","NA","1.3325","0.9086","NA","2.5062","1.709","0.3144","1.8808","NA","1.3375","0.912","0.1678","1.0037","0.5337","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Mayberry","NA",625720,-121.7656,38.04953,.11,"8/14/2012",8,2012,3716.7,2756.3,5233.8,2199.6,2,"0","70","15",0,"0","2.5","1.7","3.3",74.2,25.8,0,"low","NA",0,"NA",0,"NA",0,"7","3","8/11/2012","44","34","LEDAPS_2.3.1","316","523","440","3042","1039","NA","486","0","0","NA","NA","0.2467","NA","0.8118","0.7066","0.7473","NA","0.164","-0.0862","NA","0.5336","0.3303","-0.4908","0.405","NA","0.212","-0.0367","-0.7245","0.0497","-0.3626","0.4602","-0.9339","0.1606","-0.7083","NA","NA","1.6551","NA","9.6266","5.8164","6.9136","NA","1.3924","0.8413","NA","3.288","1.9866","0.3416","2.3614","NA","1.538","0.9293","0.1598","1.1045","0.4678","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1206761,-121.6452,38.10688,.11,"6/30/2011",6,2011,611.2,611.2,611.2,611.2,1,"15","37.5","97.5",0,"0","0","0","0",100,0,0,"NA","NA",0,"NA",0,"NA",0,"7","7","7/8/2011","44","34","LEDAPS_2.3.1","414","635","695","2599","1872","NA","1133","0","0","NA","NA","0.2107","NA","0.7252","0.6073","0.578","NA","0.2534","0.0451","NA","0.6378","0.4934","-0.1626","0.4585","NA","0.4648","0.2817","-0.3928","0.2396","-0.2459","0.3443","-0.8656","-0.1442","-0.4704","NA","NA","1.5338","NA","6.2778","4.0929","3.7396","NA","1.6787","1.0945","NA","4.5217","2.948","0.7203","2.6935","NA","2.7367","1.7843","0.4359","1.6302","0.6052","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1209430,-121.6476,38.10717,.11,"9/6/2012",9,2012,1322.8,1322.8,1609.9,1035.6,2,"0","80","15",0,"0","21.7","21.7","21.7",100,0,0,"high","NA",0,"NA",0,"NA",0,"7","5","9/12/2012","44","34","LEDAPS_2.3.1","304","486","473","2473","1379","NA","705","0","0","NA","NA","0.2304","NA","0.7811","0.6715","0.6789","NA","0.2175","-0.0136","NA","0.6387","0.4788","-0.284","0.4892","NA","0.3974","0.1839","-0.5563","0.1969","-0.3234","0.3775","-0.8944","0.0223","-0.564","NA","NA","1.5987","NA","8.1349","5.0885","5.2283","NA","1.5559","0.9733","NA","4.5362","2.8374","0.5576","2.9154","NA","2.3191","1.4506","0.2851","1.4905","0.5112","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1204087,-121.6445,38.1066,.11,"6/11/2012",6,2012,923.2,819.7,923.2,923.2,1,"0","15","65",0,"0","83.3","83.3","83.3",88.8,0,11.2,"high","NA",0,"NA",0,"NA",0,"7","3","6/8/2012","44","34","LEDAPS_2.3.1","565","779","801","2608","2133","NA","1414","0","0","NA","NA","0.1592","NA","0.6439","0.54","0.5301","NA","0.1728","0.0139","NA","0.5812","0.465","-0.1002","0.454","NA","0.429","0.2896","-0.2969","0.2767","-0.2027","0.3223","-0.8488","-0.2113","-0.4195","NA","NA","1.3788","NA","4.6159","3.3479","3.2559","NA","1.4177","1.0282","NA","3.7752","2.7381","0.8179","2.6629","NA","2.5027","1.8151","0.5422","1.7653","0.6629","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1204087,-121.6445,38.1066,.11,"8/8/2011",8,2011,530.3,470.8,606.4,454.2,2,"0","1.5","0",0,"0","2.5","0","5",88.8,0,11.2,"NA","NA",0,"NA",0,"NA",0,"7","0","8/9/2011","44","34","LEDAPS_2.3.1","377","593","607","2928","1700","NA","988","0","0","NA","NA","0.2227","NA","0.7719","0.6632","0.6566","NA","0.2337","0.0117","NA","0.637","0.4828","-0.2653","0.4738","NA","0.4476","0.2498","-0.4954","0.2389","-0.2649","0.4079","-0.8903","-0.0179","-0.55","NA","NA","1.5729","NA","7.7666","4.9376","4.8237","NA","1.6101","1.0236","NA","4.5093","2.8668","0.5806","2.8007","NA","2.6207","1.6661","0.3374","1.6277","0.5812","8/29/2011","NA","NA","-8.97","-8.97","0","-8.97427","NA","NA",-19.0474,-19.0474,"-19.0474","NA","NA","-57.44","-32.16","25.28","-20.22306","-18.6314","-1.591656","-21.48661","-6.195275","15.29133","-11.31826","-10.013","-1.305257","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1204082,-121.6462,38.10662,.11,"9/8/2011",9,2011,549.1,463.9,549.1,549.1,1,"0","62.5","15",0,"0","15","15","15",84.5,0,15.5,"NA","NA",0,"NA",0,"NA",0,"5","6","9/2/2011","44","34","LEDAPS_2.3.1","362","522","568","2618","1712","NA","1058","0","0","NA","NA","0.181","NA","0.757","0.6675","0.6434","NA","0.2215","0.0422","NA","0.6509","0.5327","-0.2092","0.5018","NA","0.4901","0.3392","-0.4244","0.3014","-0.2361","0.3756","-0.8772","-0.0407","-0.5072","NA","NA","1.442","NA","7.232","5.0153","4.6092","NA","1.5691","1.0881","NA","4.7293","3.2797","0.6539","3.0141","NA","2.9227","2.0268","0.4041","1.8627","0.618","8/29/2011","NA","NA","-7.29","-7.29","0","-7.2936","NA","NA",-16.6021,-16.6021,"-16.6021","NA","NA","-59.87","-34.19","25.68","-20.22153","-19.47895","-0.7425774","-21.56691","-5.498869","16.06804","-11.09293","-10.492","-0.6009269","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1209438,-121.6448,38.10714,.11,"6/8/2011",6,2011,908.5,908.5,908.5,908.5,1,"0","62.5","15",0,"0","10","10","10",100,0,0,"NA","NA",0,"NA",0,"NA",0,"7","13","6/22/2011","44","34","LEDAPS_2.3.1","411","584","576","2569","1831","NA","1119","0","0","NA","NA","0.1739","NA","0.7242","0.6296","0.6337","NA","0.1672","-0.0069","NA","0.6334","0.5164","-0.1677","0.5214","NA","0.4627","0.3142","-0.3932","0.3204","-0.2414","0.367","-0.8669","-0.0571","-0.4745","NA","NA","1.4209","NA","6.2506","4.399","4.4601","NA","1.4015","0.9863","NA","4.455","3.1353","0.7127","3.1788","NA","2.7226","1.9161","0.4356","1.9427","0.6111","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Mayberry","NA",625720,-121.7656,38.04953,.11,"9/24/2012",9,2012,806,597.8,806,806,1,"0","90","10",0,"0","0","0","0",74.2,25.8,0,"low","NA",0,"NA",0,"NA",0,"7","3","9/28/2012","44","34","LEDAPS_2.3.1","326","510","466","3255","1201","NA","633","0","0","NA","NA","0.2201","NA","0.8179","0.7291","0.7495","NA","0.1768","-0.0451","NA","0.573","0.4039","-0.461","0.4409","NA","0.3201","0.1076","-0.6744","0.152","-0.3097","0.4797","-0.9288","0.1656","-0.6885","NA","NA","1.5644","NA","9.9847","6.3824","6.985","NA","1.4294","0.9137","NA","3.684","2.3549","0.369","2.5773","NA","1.9417","1.2412","0.1945","1.3584","0.5271","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1206763,-121.6445,38.10687,.11,"5/24/2011",5,2011,248.4,248.4,248.4,248.4,1,"0","15","85",0,"0","95","95","95",100,0,0,"NA","NA",0,"NA",0,"NA",0,"7","3","5/21/2011","44","34","LEDAPS_2.3.1","641","780","885","2250","2176","NA","1366","0","0","NA","NA","0.0978","NA","0.5566","0.4851","0.4354","NA","0.1599","0.0631","NA","0.5449","0.4723","-0.0167","0.4218","NA","0.3612","0.2731","-0.2445","0.2137","-0.2287","0.2517","-0.8236","-0.3258","-0.3481","NA","NA","1.2168","NA","3.5101","2.8846","2.5424","NA","1.3807","1.1346","NA","3.3947","2.7897","0.9671","2.4588","NA","2.131","1.7513","0.6071","1.5435","0.6278","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1220126,-121.6503,38.10829,.11,"9/30/2011",9,2011,806.4,714.6,1222.7,434.2,3,"153.3","26","97.5",0,"0","53.3","50","60",88.6,0,11.4,"NA","NA",0,"NA",0,"NA",0,"7","11","10/12/2011","44","34","LEDAPS_2.3.1","385","554","563","2248","1859","NA","1222","0","0","NA","NA","0.18","NA","0.7076","0.6046","0.5994","NA","0.1878","0.0081","NA","0.6569","0.5408","-0.0947","0.5351","NA","0.5208","0.3761","-0.2957","0.3692","-0.2068","0.3236","-0.8472","-0.112","-0.4149","NA","NA","1.439","NA","5.839","4.0578","3.9929","NA","1.4623","1.0162","NA","4.8286","3.3556","0.827","3.302","NA","3.174","2.2058","0.5436","2.1705","0.6573","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1209435,-121.6459,38.10715,.11,"6/8/2011",6,2011,562.3,562.3,562.3,562.3,1,"0","37.5","62.5",0,"0","25","25","25",100,0,0,"NA","NA",0,"NA",0,"NA",0,"7","13","6/22/2011","44","34","LEDAPS_2.3.1","411","584","576","3003","1959","NA","1119","0","0","NA","NA","0.1739","NA","0.7592","0.6744","0.6781","NA","0.1672","-0.0069","NA","0.6532","0.5407","-0.2104","0.5456","NA","0.4627","0.3142","-0.4571","0.3204","-0.2729","0.4244","-0.8775","0.0209","-0.5081","NA","NA","1.4209","NA","7.3066","5.1421","5.2135","NA","1.4015","0.9863","NA","4.7664","3.3545","0.6523","3.401","NA","2.7226","1.9161","0.3726","1.9427","0.5712","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Browns Island","NA",534439,-121.8672,38.04136,.25,"8/3/2005",8,2005,1211.6,1211.6,1211.6,1211.6,1,"0","0","0",0,"0","0","0","0",100,0,0,"NA","Typha spp.",0,"NA",0,"NA",0,"7","4","8/8/2005","44","34","LEDAPS_2.3.1","409","543","511","2615","1343","NA","659","0","0","NA","NA","0.1408","NA","0.7295","0.6561","0.6731","NA","0.1109","-0.0304","NA","0.5331","0.4242","-0.3214","0.4488","NA","0.2341","0.0965","-0.5974","0.1265","-0.3417","0.3884","-0.9023","0.0116","-0.5914","NA","NA","1.3276","NA","6.3936","4.8158","5.1174","NA","1.2494","0.9411","NA","3.2836","2.4733","0.5136","2.6282","NA","1.6112","1.2136","0.252","1.2896","0.4907","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Browns Island","NA",537113,-121.8679,38.04164,.25,"8/3/2005",8,2005,1730.8,1730.8,2387.2,1124,6,"0","0","0",0,"0","0","0","0",100,0,0,"NA","Schoenoplectus acutus",0,"NA",0,"NA",0,"7","4","8/8/2005","44","34","LEDAPS_2.3.1","390","583","494","2809","1252","NA","587","0","0","NA","NA","0.1984","NA","0.7562","0.6563","0.7009","NA","0.1176","-0.0826","NA","0.525","0.3646","-0.3834","0.4341","NA","0.2016","0.0034","-0.6543","0.086","-0.3616","0.4182","-0.9147","0.0642","-0.6355","NA","NA","1.4949","NA","7.2026","4.8182","5.6862","NA","1.2667","0.8473","NA","3.2103","2.1475","0.4457","2.5344","NA","1.5051","1.0069","0.209","1.1883","0.4688","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1212105,-121.6479,38.10745,.11,"7/2/2012",7,2012,1427.6,1427.6,1427.6,1427.6,1,"0","30","70",0,"0","0","0","0",100,0,0,"high","NA",0,"NA",0,"NA",0,"7","7","7/10/2012","44","34","LEDAPS_2.3.1","351","572","616","2591","1804","NA","1061","0","0","NA","NA","0.2394","NA","0.7614","0.6383","0.6158","NA","0.274","0.037","NA","0.6742","0.5185","-0.1791","0.4909","NA","0.5028","0.2994","-0.4189","0.2654","-0.2593","0.361","-0.8698","-0.0862","-0.4835","NA","NA","1.6296","NA","7.3818","4.5297","4.2062","NA","1.755","1.0769","NA","5.1396","3.1538","0.6963","2.9286","NA","3.0228","1.8549","0.4095","1.7224","0.5881","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1209430,-121.6476,38.10717,.11,"9/30/2011",9,2011,2349,2349,3249.9,1448,2,"65","26.3","7.8",0,"0","40.5","36","45",100,0,0,"NA","NA",0,"NA",0,"NA",0,"5","12","9/18/2011","44","34","LEDAPS_2.3.1","288","366","410","2008","1274","NA","695","0","0","NA","NA","0.1193","NA","0.7491","0.6917","0.6609","NA","0.1748","0.0567","NA","0.6312","0.5537","-0.2236","0.5131","NA","0.414","0.3101","-0.4858","0.2579","-0.2941","0.3231","-0.8807","-0.0103","-0.5183","NA","NA","1.2708","NA","6.9722","5.4863","4.8976","NA","1.4236","1.1202","NA","4.4236","3.4809","0.6345","3.1073","NA","2.4132","1.8989","0.3461","1.6951","0.5455","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Sand Mound Slough","19",139105,-121.6239,37.99875,.0625,"8/5/2008",8,2008,924.8,924.8,1048,800,2,"NA","NA","NA",0,"NA","NA","NA","NA",100,0,0,"NA","Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",62.5,"Sparganium eurycarpum ssp. eurycarpum",37.5,"7","5","7/31/2008","44","34","LEDAPS_2.3.1","306","509","395","2323","1453","NA","783","0","0","NA","NA","0.2491","NA","0.7672","0.6405","0.7093","NA","0.127","-0.1261","NA","0.6521","0.4811","-0.2304","0.5725","NA","0.438","0.2121","-0.4958","0.3294","-0.2996","0.3747","-0.8823","0.081","-0.5235","NA","NA","1.6634","NA","7.5915","4.5639","5.881","NA","1.2908","0.776","NA","4.7484","2.8546","0.6255","3.6785","NA","2.5588","1.5383","0.3371","1.9823","0.5389","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
"SFBay","Twitchell","NA",1204088,-121.6441,38.10659,.11,"6/11/2012",6,2012,712.7,650.3,938.3,487.1,2,"0","20","72.5",0,"0","16.5","6.7","26.3",91.2,0,8.8,"med","NA",0,"NA",0,"NA",0,"7","3","6/8/2012","44","34","LEDAPS_2.3.1","496","760","785","2503","2029","NA","1306","0","0","NA","NA","0.2102","NA","0.6692","0.5342","0.5225","NA","0.2256","0.0162","NA","0.6071","0.455","-0.1046","0.4421","NA","0.4495","0.2643","-0.3143","0.2492","-0.2168","0.3109","-0.85","-0.2212","-0.4232","NA","NA","1.5323","NA","5.0464","3.2934","3.1885","NA","1.5827","1.0329","NA","4.0907","2.6697","0.8106","2.5847","NA","2.6331","1.7184","0.5218","1.6637","0.6437","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SFBayFW"
